System	Family	ID	True [eV]	Prediction [eV]	Error [eV]	Abs. error [eV]
C2H3-Zn1      	3765	radicals	-10.62680837965354	-10.801012857825299	-0.17420447817175955	0.17420447817175955
N1-Zn4        	4011	radicals	-30.682956669411396	-30.653395983221458	0.02956068618993868	0.02956068618993868
C2H3-Ru7      	3659	radicals	-9.705391088092483	-9.705078752338295	0.0003123357541880978	0.0003123357541880978
C2H4O1-Ru5    	3637	radicals	-6.272472532385109	-6.2485741148298075	0.02389841755530142	0.02389841755530142
C2H4O1-Zn1    	3825	radicals	-22.530111294341793	-22.856500185651726	-0.3263888913099322	0.3263888913099322
C2H1-Cd3      	3215	radicals	-25.634939182396735	-25.594762136880178	0.04017704551655754	0.04017704551655754
C1H1O1-Rh4    	3513	radicals	-36.587505568280335	-36.312434782218816	0.27507078606151936	0.27507078606151936
H2O1-Cu2      	4092	radicals	-26.457099907869328	-26.561994563191003	-0.10489465532167586	0.10489465532167586
C2H4O1-Ir4    	3988	radicals	-37.03427110430698	-37.03938678537179	-0.005115681064808086	0.005115681064808086
H2N1-Pd4      	4641	radicals	-35.66679734197942	-35.590603981217214	0.07619336076220407	0.07619336076220407
C2H3O1-Zn2    	3807	radicals	-16.581069930670765	-16.499095992276125	0.08197393839463984	0.08197393839463984
C2H2O2-Cd4    	3221	radicals	-27.628805158882642	-27.44180073164823	0.18700442723441313	0.18700442723441313
N1-Ni7        	4469	radicals	-14.348750295896139	-14.58902956061172	-0.24027926471558203	0.24027926471558203
C2H4O1-Os5    	3179	radicals	-39.657008854363426	-39.72224759065614	-0.06523873629271293	0.06523873629271293
C1H3O1-Ru5    	3593	radicals	-47.56228279245647	-47.45547816160388	0.10680463085259362	0.10680463085259362
C1O1-Au4      	3086	radicals	-26.885692596451058	-27.048201558540395	-0.16250896208933696	0.16250896208933696
C2H6-Ag2      	3393	radicals	-5.033646396810354	-5.462125305410609	-0.4284789086002547	0.4284789086002547
C2H3O2-Fe8    	4247	radicals	-12.422983471497218	-12.184379462190464	0.23860400930675496	0.23860400930675496
C2H2O2-Os4    	3142	radicals	-25.381908376716765	-25.49896300336613	-0.11705462664936306	0.11705462664936306
C2H4O2-Cd3    	3232	radicals	-25.50152202698851	-25.47150999197197	0.03001203501654004	0.03001203501654004
C2H5O1-Ru4    	3615	radicals	-49.80044610299569	-49.91945864496779	-0.1190125419720971	0.1190125419720971
C2H2O2-Fe9    	4261	radicals	-43.07852952122289	-43.01912105234169	0.05940846888120177	0.05940846888120177
O1-Pd3        	3909	radicals	-39.219127535344796	-38.94986808725514	0.26925944808965596	0.26925944808965596
C1H1O2-Cu2    	3289	radicals	-37.68691243721605	-37.669670083876895	0.01724235333915658	0.01724235333915658
C1-Ir4        	4009	radicals	-39.88001658285373	-39.83568699010527	0.04432959274845416	0.04432959274845416
C1O1-Pd3      	3910	radicals	-26.737989426215073	-27.014248059262197	-0.2762586330471244	0.2762586330471244
H1O1-Ru4      	3612	radicals	-26.92496299760019	-26.98165257474477	-0.05668957714458145	0.05668957714458145
C2H2O1-Pd4    	3888	radicals	-34.59971643487552	-34.50784476572505	0.09187166915046419	0.09187166915046419
C2H1O1-Ag3    	3440	radicals	-6.970096523710481	-6.985467228704465	-0.015370704993983964	0.015370704993983964
C2H6O2-Pd3    	3854	radicals	-28.523796065377937	-28.50440334741296	0.019392717964976214	0.019392717964976214
C2H6-Ir1      	3932	radicals	-54.254456492182726	-54.29595928861045	-0.04150279642772148	0.04150279642772148
C2H5O1-Pd3    	3902	radicals	-33.10895917575533	-33.08711263058518	0.021846545170149057	0.021846545170149057
C2H3-Rh3      	3478	radicals	-33.09999450862881	-33.20514123605892	-0.10514672743011033	0.10514672743011033
C1H2O1-Fe6    	4496	radicals	-14.347789626834015	-14.258202898794366	0.08958672803964873	0.08958672803964873
C2H3-Fe4      	4183	radicals	-38.76620835397932	-38.70978758165586	0.0564207723234631	0.0564207723234631
C1H2-Fe7      	4514	radicals	-49.949988676213025	-49.837811239407074	0.11217743680595049	0.11217743680595049
C1H1O1-Os4    	3151	radicals	-28.889293671954306	-28.925650815704444	-0.036357143750137766	0.036357143750137766
C1H3-Ir4      	4101	radicals	-3.8692034943314866	-3.734943288723116	0.1342602056083706	0.1342602056083706
C2H3O2-Zn3    	3778	radicals	-43.48612137062514	-43.33024847729894	0.15587289332620458	0.15587289332620458
C2H5O1-Rh4    	3545	radicals	-16.702825663938484	-16.74497285004088	-0.04214718610239743	0.04214718610239743
C2H3O1-Rh3    	3541	radicals	-12.14129448009885	-12.134880554964866	0.0064139251339838665	0.0064139251339838665
C1H2O1-Ir2    	3965	radicals	-3.956797898848208	-4.0066359585341615	-0.04983805968595334	0.04983805968595334
C2H2O1-Cu4    	3347	radicals	-10.390357594106717	-10.722561372658447	-0.33220377855172956	0.33220377855172956
C2H4O1-Pt3    	3731	radicals	-6.552457874215179	-6.855649131600103	-0.30319125738492403	0.30319125738492403
C1H3O1-Fe5    	4492	radicals	-15.704977604892974	-15.773211136283294	-0.06823353139031951	0.06823353139031951
C2H3-Pt4      	3687	radicals	-9.528691078793827	-9.489966177634415	0.038724901159412184	0.038724901159412184
C1H1-Cd3      	3284	radicals	-22.59047136192862	-22.72479072203589	-0.13431936010726986	0.13431936010726986
C2H4O1-Cu3    	3339	radicals	-8.731780599062631	-8.551283659661294	0.18049693940133693	0.18049693940133693
H2S1-Ni4      	4634	radicals	-32.198497691753744	-32.198912167609365	-0.0004144758556208217	0.0004144758556208217
C2H1O1-Rh3    	3536	radicals	-18.584661202548205	-18.273879239864527	0.3107819626836772	0.3107819626836772
S1-Fe6        	4020	radicals	-20.615972666973164	-21.113768817383573	-0.4977961504104087	0.4977961504104087
C2H4O2-Ni4    	4387	radicals	-6.574674726548437	-6.516431995658877	0.058242730889560335	0.058242730889560335
C2H1O1-Cu4    	3344	radicals	-4.821125577884914	-4.85934884889366	-0.03822327100874645	0.03822327100874645
C2H5-Ni1      	4380	radicals	-36.104896349554	-36.14154926579863	-0.03665291624463407	0.03665291624463407
C2H1-Rh6      	3479	radicals	-25.625736221230483	-26.42145168149308	-0.7957154602625991	0.7957154602625991
C2H3O2-Fe8    	4236	radicals	-3.9434053202974155	-3.964652038848726	-0.02124671855131055	0.02124671855131055
C1H1O1-Fe7    	4474	radicals	-32.76062790898703	-32.75877006335827	0.0018578456287627887	0.0018578456287627887
C2H4O1-Ru5    	3675	radicals	-31.950723552027625	-31.983121287984773	-0.03239773595714723	0.03239773595714723
C1H1O2-Fe7    	4151	radicals	-14.440115602536025	-14.47421225570156	-0.03409665316553401	0.03409665316553401
C2H2-Fe4      	4188	radicals	-42.95228593330535	-43.01320402499846	-0.06091809169311091	0.06091809169311091
C2H4O1-Ag4    	3432	radicals	-20.14936237401912	-20.170693486322193	-0.021331112303073496	0.021331112303073496
C1H2O2-Co5    	4296	radicals	-27.618144975931422	-27.602349393749094	0.015795582182327905	0.015795582182327905
C1H3-Pd4      	4112	radicals	-47.07860563784334	-47.058835415584554	0.019770222258784997	0.019770222258784997
N1-Fe6        	4018	radicals	-22.348331491040994	-22.33071764744875	0.01761384359224394	0.01761384359224394
C2H2-Zn3      	3766	radicals	-28.961877819557003	-28.839505104865765	0.12237271469123812	0.12237271469123812
C2H2O2-Fe7    	4209	radicals	-16.746073123720407	-16.67676219172347	0.06931093199693805	0.06931093199693805
C2H5-Au1      	3019	radicals	-27.284904490138775	-27.707375248819787	-0.4224707586810119	0.4224707586810119
C1H2O1-Rh4    	3509	radicals	-38.51276760762198	-38.047807725187226	0.46495988243475495	0.46495988243475495
H1-Co6        	4286	radicals	-35.772620796876936	-36.06457191074435	-0.29195111386741246	0.29195111386741246
C2H4O2-Pd4    	3869	radicals	-36.50782366953638	-36.59197370476386	-0.08415003522748066	0.08415003522748066
C1-Os1        	3200	radicals	-21.149129799372247	-21.13614538686386	0.012984412508387777	0.012984412508387777
C2H3O2-Fe8    	4212	radicals	-24.144721905260667	-24.322786806030592	-0.17806490076992532	0.17806490076992532
C2H1-Ru6      	3573	radicals	-30.307477825644924	-30.658327890976352	-0.3508500653314286	0.3508500653314286
C1H1-Ni3      	4453	radicals	-42.521560731200225	-42.47296570471781	0.04859502648241687	0.04859502648241687
C2H2O1-Cu4    	3341	radicals	-38.734928243688046	-38.783662874787865	-0.048734631099819126	0.048734631099819126
H1-Ir4        	4005	radicals	-16.440709713135902	-16.50851102232093	-0.06780130918502891	0.06780130918502891
C2H2O2-Cu4    	3326	radicals	-20.033544174987583	-19.910069806345177	0.12347436864240535	0.12347436864240535
C2H1O1-Au3    	3062	radicals	-50.42592211255692	-50.441527858093195	-0.015605745536277027	0.015605745536277027
C2H5O2-Ni5    	4400	radicals	-36.257644307885016	-35.99715155653223	0.2604927513527855	0.2604927513527855
C2H1O2-Co9    	4318	radicals	-14.688036051056088	-14.6005347162843	0.08750133477178679	0.08750133477178679
C20H5O1-Co1   	4354	radicals	-32.14926892340645	-31.861179415227184	0.2880895081792687	0.2880895081792687
C1H2O1-Rh4    	3515	radicals	-32.52390659019858	-32.4715118730702	0.0523947171283794	0.0523947171283794
C1H1O1-Ag1    	3414	radicals	-14.367716805696546	-14.365718172360403	0.0019986333361430297	0.0019986333361430297
C2H1O1-Pt3    	3720	radicals	-35.95969019546931	-36.09442994688209	-0.1347397514127806	0.1347397514127806
C2H5O1-Ni4    	4428	radicals	-19.39761911474079	-19.393844268984367	0.0037748457564248383	0.0037748457564248383
C1H1-Cu6      	3377	radicals	-42.13755338614578	-42.32240725157271	-0.1848538654269305	0.1848538654269305
C1H2O1-Co7    	4340	radicals	-20.47640038736364	-20.44337088135825	0.03302950600539134	0.03302950600539134
C2H2O2-Ag4    	3395	radicals	-35.911346772788875	-35.932692082171684	-0.02134530938280932	0.02134530938280932
C2H1O1-Cu3    	3353	radicals	-27.41544912772816	-27.31955039282659	0.09589873490157075	0.09589873490157075
C2H4-Fe5      	4175	radicals	-29.0493087604751	-29.135062868531065	-0.08575410805596562	0.08575410805596562
C2H5O1-Pd5    	3892	radicals	-50.399081744589694	-50.27881354978763	0.12026819480206541	0.12026819480206541
C2H2O2-Fe8    	4256	radicals	-30.894563748510507	-30.273320834890512	0.6212429136199944	0.6212429136199944
C2H2O2-Rh4    	3504	radicals	-12.655389666772635	-12.927830049449767	-0.2724403826771322	0.2724403826771322
C2H2O1-Co8    	4366	radicals	-10.870457084626423	-10.654727725680686	0.21572935894573675	0.21572935894573675
H1N1-Ag3      	4548	radicals	-27.339294414571903	-27.605042402311483	-0.2657479877395801	0.2657479877395801
C2H4-Ag2      	3384	radicals	-36.78980291234268	-36.84637748636328	-0.056574574020601176	0.056574574020601176
H1O1-Os4      	3195	radicals	-43.024224113780065	-43.04207615282121	-0.017852039041144963	0.017852039041144963
C2H1O1-Au4    	3073	radicals	-33.57283377031695	-33.50382334317442	0.0690104271425298	0.0690104271425298
C2H4O2-Zn6    	3787	radicals	-38.96429863007995	-39.07432363185262	-0.11002500177266938	0.11002500177266938
C2H4O1-Os5    	3177	radicals	-22.529779240421306	-22.907624658507075	-0.3778454180857693	0.3778454180857693
C1H1O1-Ru7    	3591	radicals	-16.548575970062075	-16.69896405825034	-0.1503880881882651	0.1503880881882651
C1-Rh6        	3558	radicals	-35.55223085214459	-35.27661663341985	0.27561421872474057	0.27561421872474057
C1-Os4        	4109	radicals	-19.93821315074149	-19.956492679628013	-0.01827952888652362	0.01827952888652362
C1H1O2-Fe7    	4145	radicals	-18.66787738541973	-18.73097078521903	-0.06309339979929973	0.06309339979929973
C1H3O1-Fe6    	4489	radicals	-30.73348999164108	-30.787905426451857	-0.05441543481077815	0.05441543481077815
H2S1-Ru5      	4570	radicals	-16.688478726138783	-16.71105208291874	-0.022573356779957976	0.022573356779957976
C1H2O1-Cu4    	3329	radicals	-40.07674393929972	-40.07042308391067	0.006320855389049029	0.006320855389049029
C1H2-Ru4      	3597	radicals	-12.733598224130674	-12.799136676551143	-0.06553845242046918	0.06553845242046918
C2H2O2-Os4    	3139	radicals	-10.959411253891176	-10.697282683462163	0.26212857042901305	0.26212857042901305
C1H1O2-Zn2    	3752	radicals	-29.16796499518216	-29.33588351911922	-0.16791852393706108	0.16791852393706108
C1H1O1-Cu4    	3328	radicals	-34.97476226771005	-35.338175171154376	-0.36341290344432764	0.36341290344432764
C2H4-Au2      	3020	radicals	-20.04077127729977	-20.054831118598145	-0.014059841298376341	0.014059841298376341
C1H1-Os3      	3196	radicals	-16.662660547912537	-16.92957590039248	-0.26691535247994125	0.26691535247994125
N1-Cu6        	4028	radicals	-49.661601818085956	-49.6706942589301	-0.009092440844142402	0.009092440844142402
C20H1O2-Fe1   	4245	radicals	-8.180146756114027	-8.30079038480244	-0.12064362868841272	0.12064362868841272
C2H6O2-Fe8    	4205	radicals	-10.831733760920315	-10.838141376241083	-0.006407615320767945	0.006407615320767945
C2H3O1-Ag4    	3434	radicals	-28.594287819763736	-28.550939994515346	0.04334782524838943	0.04334782524838943
C2H4O1-Co6    	4365	radicals	-4.777078349277872	-4.753348719226096	0.02372963005177553	0.02372963005177553
C2H3O1-Pt3    	3725	radicals	-23.06715763786184	-23.137280169583676	-0.07012253172183591	0.07012253172183591
H2N1-Pd2      	4640	radicals	-27.491893747224438	-27.754606862693407	-0.26271311546896925	0.26271311546896925
C2H2O1-Os5    	3163	radicals	-39.60522106239375	-39.57663760852563	0.028583453868122888	0.028583453868122888
C2H1O2-Au3    	3034	radicals	-39.09870159521233	-39.13375181890012	-0.035050223687790094	0.035050223687790094
C1H2O1-Ni2    	4407	radicals	-28.766920168536416	-28.968639770326178	-0.20171960178976178	0.20171960178976178
C1H1O1-Os4    	3146	radicals	-27.777740511168773	-27.847207512451973	-0.0694670012832006	0.0694670012832006
C2H3O1-Co6    	4362	radicals	-43.297226069833414	-42.99752256170359	0.2997035081298236	0.2997035081298236
C2H2O1-Ru7    	3625	radicals	-27.162803639665395	-27.27521794094402	-0.11241430127862628	0.11241430127862628
S1-Co6        	4295	radicals	-35.574157453069915	-35.84427109212368	-0.2701136390537613	0.2701136390537613
C1H3-Ru4      	4132	radicals	-54.37728962605706	-54.45190316733533	-0.0746135412782678	0.0746135412782678
O1-Cd3        	4067	radicals	-9.469975111913072	-9.48601307965464	-0.016037967741567627	0.016037967741567627
C2H3-Cd3      	3212	radicals	-43.17702097316351	-43.23835551252887	-0.06133453936536171	0.06133453936536171
C2H3O1-Ir4    	3969	radicals	-8.813388568290748	-8.763880196345326	0.04950837194542146	0.04950837194542146
C2H2O2-Ir4    	3939	radicals	-24.148450807689613	-24.173231416005166	-0.0247806083155524	0.0247806083155524
C2O2-Ru6      	3642	radicals	-53.843924269821855	-53.856733190650175	-0.01280892082831997	0.01280892082831997
C1H2O1-Co9    	4342	radicals	-35.22476574331802	-35.34339259795729	-0.11862685463927392	0.11862685463927392
C1H3O1-Au2    	3046	radicals	-50.19130748265593	-50.075050751605886	0.11625673105004353	0.11625673105004353
C2H3O2-Zn4    	3785	radicals	-31.729223080169277	-31.773680446635353	-0.044457366466076564	0.044457366466076564
C2H6O2-Zn2    	3774	radicals	-33.29295332913159	-33.29907148177108	-0.006118152639487562	0.006118152639487562
C2H3O2-Cd3    	3229	radicals	-36.51962696388341	-36.50659562213923	0.01303134174418119	0.01303134174418119
C2H1O2-Zn4    	3786	radicals	-36.6638408998399	-36.425292890125434	0.23854800971446366	0.23854800971446366
C2H2O1-Au3    	3075	radicals	-14.618629683134259	-14.638765085832915	-0.020135402698656435	0.020135402698656435
C1H4-Ru1      	3608	radicals	-28.412525171267617	-29.07461682973917	-0.662091658471553	0.662091658471553
C2H1O2-Cu4    	3325	radicals	-39.894085100145276	-39.93531578587806	-0.04123068573278488	0.04123068573278488
C2H4O2-Fe8    	4238	radicals	-42.09838522060795	-41.91643860162026	0.18194661898769482	0.18194661898769482
C1H3O1-Fe5    	4480	radicals	-23.29662306581531	-23.333033842977784	-0.036410777162473096	0.036410777162473096
C1-Ag4        	3466	radicals	-30.809779971418152	-30.8133852409444	-0.003605269526246957	0.003605269526246957
C2H1O1-Ni4    	4442	radicals	-42.824516948042856	-42.74754353662183	0.07697341142102232	0.07697341142102232
C2H3O1-Au4    	3078	radicals	-36.42836024807502	-36.42103218875138	0.007328059323640446	0.007328059323640446
O1-Co7        	4063	radicals	-34.439453489004336	-34.51542127394407	-0.07596778493973488	0.07596778493973488
H1-Rh1        	3549	radicals	-16.86122721491097	-16.830294144346567	0.030933070564401532	0.030933070564401532
C1H2-Ir4      	4098	radicals	-31.97480574289284	-32.30556812348806	-0.33076238059521756	0.33076238059521756
C1H1-Ir4      	4099	radicals	-2.9148821043027056	-2.708172623349128	0.20670948095357744	0.20670948095357744
C2H1O2-Ru4    	3652	radicals	-40.736363136898945	-40.73244158798525	0.0039215489136950055	0.0039215489136950055
O1-Cu4        	4095	radicals	-3.255162443770814	-3.2741944178833364	-0.01903197411252222	0.01903197411252222
H2S1-Pd1      	4599	radicals	-22.967521743549185	-22.985179361470614	-0.01765761792142939	0.01765761792142939
C1H3-Ir1      	4002	radicals	-39.226581790932755	-39.27277751093982	-0.046195720007062846	0.046195720007062846
H1O1-Au3      	3097	radicals	-35.47410589981166	-35.49306609979885	-0.018960199987191118	0.018960199987191118
C2H2O2-Ni6    	4402	radicals	-33.11612317993536	-33.11394866055582	0.0021745193795368323	0.0021745193795368323
H2O1-Au1      	3100	radicals	-25.504686398316295	-25.379664350801022	0.12502204751527302	0.12502204751527302
C2H4-Fe6      	4192	radicals	-20.40940279063699	-20.44270125243071	-0.03329846179371998	0.03329846179371998
O1-Ni3        	4460	radicals	-20.26141755819401	-20.223900197538796	0.03751736065521527	0.03751736065521527
C1H1O1-Ni4    	4414	radicals	-37.93368134482421	-37.26291665090571	0.6707646939184997	0.6707646939184997
C2H3O1-Ag4    	3447	radicals	-34.662772764522174	-34.690499661246236	-0.02772689672406159	0.02772689672406159
C2H3O2-Pt4    	3702	radicals	-46.28901296398931	-46.65244400814663	-0.3634310441573234	0.3634310441573234
S1-Au3        	4057	radicals	-36.64965091864394	-36.62875597217942	0.020894946464522945	0.020894946464522945
C1H3O1-Ni3    	4409	radicals	-16.816465399957224	-16.855071992118837	-0.03860659216161366	0.03860659216161366
H1N1-Au1      	4541	radicals	-20.330955643466723	-20.001166157196735	0.3297894862699877	0.3297894862699877
H1S1-Cu4      	4598	radicals	-20.817090864690783	-20.698635952461643	0.11845491222914006	0.11845491222914006
C2H4O1-Ru5    	3616	radicals	-42.78401110210325	-42.810958736895145	-0.026947634791895325	0.026947634791895325
C2H3O2-Ni5    	4394	radicals	-26.09271051153442	-25.987961992472734	0.1047485190616868	0.1047485190616868
C2O1-Cd3      	3262	radicals	-23.58783514280981	-23.778453219791146	-0.19061807698133748	0.19061807698133748
C2H2O1-Zn3    	3812	radicals	-4.038902765867078	-4.087866916422627	-0.04896415055554826	0.04896415055554826
C2H4O2-Zn3    	3773	radicals	-34.05904352620962	-34.35811841919781	-0.29907489298818746	0.29907489298818746
C2H5O2-Fe8    	4219	radicals	-10.631954032331123	-10.680060048289306	-0.04810601595818298	0.04810601595818298
C2H2O1-Pd5    	3886	radicals	-8.178914765083618	-8.14804242647142	0.03087233861219829	0.03087233861219829
H2O1-Os1      	3201	radicals	-8.322806900566093	-8.72405581023304	-0.40124890966694693	0.40124890966694693
C1-Ru7        	3613	radicals	-27.919498450921793	-28.421197417987912	-0.5016989670661189	0.5016989670661189
C2H2O2-Zn4    	3770	radicals	-6.619499639634341	-5.652120091155211	0.9673795484791299	0.9673795484791299
C2H4O2-Ir5    	3935	radicals	-12.439220198355088	-12.480492686600428	-0.041272488245340355	0.041272488245340355
C1H2O1-Au2    	3051	radicals	-30.85533327356717	-30.929761858445545	-0.07442858487837611	0.07442858487837611
C2O2-Pd4      	3855	radicals	-20.431821951356483	-20.433848978852097	-0.002027027495614675	0.002027027495614675
C2H3O2-Fe8    	4249	radicals	-10.380369159785914	-10.301638465384258	0.07873069440165636	0.07873069440165636
H2O1-Fe3      	4522	radicals	-20.534875792615537	-20.50714850152815	0.027727291087387584	0.027727291087387584
C2H3O1-Ag3    	3426	radicals	-39.72794377453681	-39.72425884361871	0.0036849309180979617	0.0036849309180979617
C2H2O1-Ag4    	3436	radicals	-30.51919177720538	-30.442954247750663	0.07623752945471551	0.07623752945471551
O1-Ru1        	3601	radicals	-16.57334356438787	-16.57395009518325	-0.0006065307953804222	0.0006065307953804222
C2H6-Pt1      	3681	radicals	-20.02872821005053	-20.07742340481775	-0.04869519476721962	0.04869519476721962
O1-Co4        	4292	radicals	-31.811077132112814	-31.8028680651189	0.008209066993913439	0.008209066993913439
C2-Au4        	3022	radicals	-31.753553325566543	-31.77116598606881	-0.017612660502265953	0.017612660502265953
O1-Ir4        	4102	radicals	-25.48251913717128	-25.46388911787878	0.018630019292501743	0.018630019292501743
H2S1-Ni4      	4632	radicals	-18.2192157505217	-18.234072205738585	-0.014856455216886388	0.014856455216886388
H1O1-Os1      	3184	radicals	-16.457374718565802	-16.427300571325418	0.030074147240384264	0.030074147240384264
H3N1-Cd1      	4600	radicals	-33.909832218186125	-34.07676384789988	-0.1669316297137584	0.1669316297137584
C1H3O1-Rh3    	3514	radicals	-42.1913413889049	-41.98769058990774	0.20365079899715965	0.20365079899715965
C2H5O1-Rh3    	3519	radicals	-30.847595076384493	-30.972590504375262	-0.12499542799076835	0.12499542799076835
H1O1-Ir3      	4001	radicals	-20.364624018060226	-20.038720588004594	0.32590343005563227	0.32590343005563227
H2S1-Os4      	4594	radicals	-30.029201457288053	-29.828437200655515	0.20076425663253872	0.20076425663253872
C1-Cd5        	4085	radicals	-23.488689442111365	-23.991011897595882	-0.5023224554845171	0.5023224554845171
H1O1-Fe5      	4509	radicals	-11.355025500356305	-11.25091515974691	0.10411034060939528	0.10411034060939528
C1O1-Co6      	4281	radicals	-15.265076356918598	-15.448132714305643	-0.18305635738704495	0.18305635738704495
O1-Pd1        	4040	radicals	-38.07204056284297	-38.002048171018714	0.06999239182425754	0.06999239182425754
C1O1-Cu3      	3375	radicals	-4.919326778417599	-4.530165893419053	0.38916088499854595	0.38916088499854595
H1O1-Co7      	4275	radicals	-23.898819019516395	-23.26959734708487	0.6292216724315267	0.6292216724315267
H1-Pt3        	3750	radicals	-20.498434255113636	-20.425545264659945	0.07288899045369135	0.07288899045369135
C2H3-Pd3      	3846	radicals	-28.52515790053343	-28.601441964860612	-0.07628406432718293	0.07628406432718293
C1H2-Au4      	4082	radicals	-16.58441728658181	-16.60919040199417	-0.024773115412358493	0.024773115412358493
C2H2O1-Ir5    	3968	radicals	-50.8671720831062	-50.894171773857124	-0.026999690750926675	0.026999690750926675
C1H2O1-Au4    	3045	radicals	-9.397678849538352	-9.646821824368999	-0.2491429748306473	0.2491429748306473
H2S1-Ir1      	4593	radicals	-46.89630882422216	-46.981585949835335	-0.08527712561317458	0.08527712561317458
C2H5O1-Ni4    	4426	radicals	-8.04597488789068	-8.092662773328584	-0.0466878854379047	0.0466878854379047
C2H2-Ru6      	3666	radicals	-40.744408148749244	-40.76236429970845	-0.017956150959207662	0.017956150959207662
C1H2-Pd4      	3914	radicals	-20.095132684334885	-20.131814783465643	-0.036682099130757706	0.036682099130757706
O1-Rh1        	4051	radicals	-27.012275694220722	-26.96238807415616	0.049887620064563265	0.049887620064563265
C1H3O1-Rh4    	3516	radicals	-30.096872232212178	-30.105485915978562	-0.008613683766384383	0.008613683766384383
C1H1O1-Pd4    	3876	radicals	-33.629902087221694	-33.66340561794493	-0.03350353072323742	0.03350353072323742
C2H2O1-Os5    	3166	radicals	-16.675035669082263	-16.672255407633997	0.0027802614482652643	0.0027802614482652643
C2H2O2-Zn3    	3788	radicals	-41.88574609268471	-42.03971815477962	-0.15397206209490832	0.15397206209490832
C2H5O2-Os4    	3129	radicals	-33.438545170549105	-33.249371449249224	0.18917372129988053	0.18917372129988053
C1H1-Fe8      	4498	radicals	-20.104299265484315	-20.109317144444276	-0.005017878959961308	0.005017878959961308
C2H4-(g)      	3763	radicals	-16.647539080540582	-16.45890800317727	0.1886310773633113	0.1886310773633113
C2H4O2-Fe8    	4239	radicals	-26.74463272291854	-26.957909043385754	-0.2132763204672159	0.2132763204672159
C2H2O2-Co8    	4320	radicals	-26.486192681972973	-26.51226702382716	-0.02607434185418711	0.02607434185418711
C1H2O1-Zn2    	3796	radicals	-26.72208594869152	-26.40657915597066	0.3155067927208606	0.3155067927208606
C1H3O1-Fe4    	4481	radicals	-20.2740151002796	-20.19477173355415	0.07924336672544996	0.07924336672544996
C2H4O2-Cd5    	3235	radicals	-37.105827541082135	-37.10449064940701	0.0013368916751232973	0.0013368916751232973
C2H4O1-Ag5    	3428	radicals	-20.49541106585656	-20.599766306091396	-0.10435524023483822	0.10435524023483822
C2H3O1-Ir3    	3992	radicals	-25.723810239590534	-25.722467728238016	0.001342511352518727	0.001342511352518727
C2H5O2-Fe8    	4223	radicals	-14.947369374230448	-14.986227570194046	-0.03885819596359852	0.03885819596359852
H2O1-Ir2      	4103	radicals	-27.64759445166343	-27.58682676028377	0.06076769137965954	0.06076769137965954
C1H3-Pd1      	3905	radicals	-38.914356458475936	-38.997558444267725	-0.0832019857917885	0.0832019857917885
C1H4O1-Fe4    	4477	radicals	-46.33657475855762	-46.41663840100114	-0.08006364244351971	0.08006364244351971
C2H4O2-Cd1    	3230	radicals	-39.51481248118273	-39.441244791445	0.07356768973772887	0.07356768973772887
C1H4O1-Ni1    	4408	radicals	-19.285745337695857	-19.26505072780094	0.02069460989491745	0.02069460989491745
C2H2O2-Fe7    	4210	radicals	-26.219739917674424	-26.219827022674053	-8.710499962916174e-05	8.710499962916174e-05
C2H3-Cu6      	3300	radicals	-20.035745511073287	-19.956128287914794	0.07961722315849329	0.07961722315849329
C1H1-Rh4      	4128	radicals	-39.26800571469528	-39.22684522563452	0.041160489060757754	0.041160489060757754
C2H5O1-Cu3    	3355	radicals	-39.636974408676224	-39.63509408433788	0.0018803243383445079	0.0018803243383445079
C2H2-Zn3      	3767	radicals	-54.23528412472615	-54.221954644307516	0.013329480418633466	0.013329480418633466
C1H1O2-Pd3    	3838	radicals	-13.244181999749799	-13.096936198543062	0.14724580120673636	0.14724580120673636
C1H4-Pd1      	3907	radicals	-12.142821454897103	-12.170411113183718	-0.027589658286615304	0.027589658286615304
H1O1-Ir4      	3996	radicals	-7.955984331805212	-8.006658441742275	-0.050674109937062894	0.050674109937062894
C2H1-Fe6      	4178	radicals	-36.94988602853721	-36.9563031085778	-0.006417080040591827	0.006417080040591827
C2H3O2-Pt3    	3711	radicals	-9.15126486892359	-8.706341009629341	0.44492385929424927	0.44492385929424927
C2H2O2-Ir5    	3945	radicals	-31.84157955792523	-31.967442979596512	-0.1258634216712835	0.1258634216712835
C1H3O1-Ru3    	3590	radicals	-43.13247684676571	-43.112615132215296	0.019861714550415854	0.019861714550415854
H1S1-Au4      	4538	radicals	-40.689998629388356	-40.557244891685286	0.13275373770306942	0.13275373770306942
C2H3O2-Fe8    	4234	radicals	-14.398629369367995	-14.193587256556725	0.20504211281127027	0.20504211281127027
O2-Ni4        	4371	radicals	-36.66373442174188	-36.632690140719546	0.031044281022332143	0.031044281022332143
C2H6O1-Cd1    	3274	radicals	-32.1480483689125	-32.13541178485764	0.012636584054860123	0.012636584054860123
C1H2O2-Ir4    	3918	radicals	-20.18654452584724	-19.92276515053561	0.26377937531162843	0.26377937531162843
C1H1-Co6      	4288	radicals	-19.815120525798648	-19.863258879549562	-0.048138353750914575	0.048138353750914575
C2H2O1-Au3    	3065	radicals	-10.388086061348986	-10.398300071492258	-0.01021401014327239	0.01021401014327239
H1N1-Pt1      	4563	radicals	-16.53441832665885	-16.38207814000691	0.1523401866519407	0.1523401866519407
